customerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,StatusID,Quarter,SatisfactionScore,CustomerStatus,ChurnCategory,NPS_Label,TenureGroup,LastInteractionNote
4189-NAKJS,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No,1,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,No,0,36,3130,,OUIHNG2788,Q3,3,Stayed,,Detractor,25-48 months,"I've been trying to get this issue resolved for two weeks now, and every support agent gives me a different answer. This is a nightmare."
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,Yes,1,78,5925,Competitor offered higher download speeds,JFOFHU2246,Q3,1,Churned,Competitor,Detractor,0-12 months,The internet speed is nowhere near what I was told it would be. I'm paying for premium service and getting dial-up speeds.
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,No,0,66,4551,,VRPAZD5367,Q3,4,Stayed,,Passive,49-72 months,I need to change my primary contact email address. How can I get that updated?
4192-GORJT,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Yes,1,77,4580,Service dissatisfaction,KXDXAI6943,Q3,1,Churned,Competitor,Detractor,0-12 months,"Your app keeps crashing, and I've only been using it for a few weeks. I'm already regretting switching from my old provider."
4193-IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,No,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,No,0,67,6232,,ECIGGR9339,Q3,3,Stayed,,Detractor,49-72 months,"I've been a customer for years, and it feels like new customers get all the good deals while loyal ones like me are completely ignored. It's really frustrating."
4193-ORFCL,Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,United States,California,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125,Yes,1,70,2740,Attitude of support person,BAKYHP2433,Q3,1,Churned,Competitor,Detractor,0-12 months,I just signed up last month and it's already completely unreliable. This is absolutely not what I was promised when I joined.
4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,No,0,52,4798,,HSTOUV9613,Q3,3,Stayed,,Promoter,49-72 months,"Everything's been fantastic for years, but I did have a quick question about a small charge on my recent statement."
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,1,United States,California,Aromas,95004,"36.878364, -121.629781",36.878364,-121.629781,No,0,52,5266,,DTPBRL1155,Q3,3,Stayed,,Detractor,49-72 months,"I've been a customer for years, and it feels like new customers get all the good deals while loyal ones like me are completely ignored. It's really frustrating."
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,No,0,73,5858,,NEMTWC3654,Q3,4,Joined,,Passive,0-12 months,"Setting up the new device was fairly straightforward, though I did run into a minor issue with connecting to my home network."
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,No,1,United States,California,Irvine,92620,"33.716136, -117.752574",33.716136,-117.752574,No,0,39,5295,,XMUTQX8411,Q3,5,Stayed,,Promoter,49-72 months,This product has seriously made my life so much easier for years now. I honestly can't imagine going without it.
4195-SMMNX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,Yes,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Yes,1,65,5627,Competitor offered higher download speeds,TIEFSJ3492,Q3,2,Churned,Attitude,Detractor,0-12 months,I'm utterly disappointed with this service after only a few weeks. It's not worth the money at all.
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424342,-122.165641,No,0,30,2990,,UPEJWS9233,Q3,3,Stayed,,Detractor,0-12 months,"Every time I try to use the main feature, it bugs out. Why did I even bother signing up for this?"
4199-QHJNM,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,No,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,No,0,52,5869,,AWCILY4589,Q3,3,Stayed,,Detractor,49-72 months,"I understand you're doing what you can on this call, but this whole situation has been a headache for weeks now. I've spent so much time trying to fix things myself, and nothing works. The effort is appreciated, but the problem persists."
4201-JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,Yes,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Yes,1,87,5527,Service dissatisfaction,RXRMIG1622,Q3,1,Churned,Dissatisfaction,Detractor,0-12 months,"Every time I try to use the main feature, it bugs out. Why did I even bother signing up for this?"
4203-QGNZA,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,No,0,54,4476,,TJANUF5895,Q3,5,Stayed,,Promoter,25-48 months,"I just realized I've been a customer for over two years now, and I've never had a major issue. That's really impressive!"
4208-UFFGW,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.601461,Yes,1,84,5900,Don't know,HTNXWR4877,Q3,2,Churned,Other,Detractor,0-12 months,"Honestly, I'm just incredibly annoyed. I expected better performance than this after signing up last month."
4210-QFJMF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Yes,1,68,5762,Network reliability,NBHNIW6465,Q3,1,Churned,Competitor,Detractor,0-12 months,"I love the design of your product, but it's so buggy it's practically unusable. I really hoped this would work out better after joining recently."
4211-MMAZN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,Yes,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Yes,1,89,2959,Attitude of support person,JOFRNB6985,Q3,1,Churned,Attitude,Detractor,0-12 months,I'm really frustrated with how often this service goes down. I've only been a customer for a few months and it's already a huge headache.
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.115432,No,0,39,3378,,LMCPVI8244,Q3,4,Stayed,,Passive,25-48 months,My usual payment due date isn't working for me anymore. Is it possible to change it to a different day of the month?
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,No,0,35,5632,,XKVOPI3616,Q3,5,Stayed,,Promoter,49-72 months,"I've been a loyal customer for ages and usually everything is perfect, but I'm having a little trouble resetting my password this time."
4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,1,United States,California,San Bernardino,92411,"34.122501, -117.320138",34.122501,-117.320138,No,0,51,3302,,EUVAGB5269,Q3,3,Stayed,,Detractor,13-24 months,"Honestly, the onboarding process last year was surprisingly smooth, but everything since then has been a struggle. I'm constantly frustrated with the lack of follow-through."
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,No,0,78,5251,,KDXHMZ5273,Q3,5,Joined,,Promoter,0-12 months,"The app is incredibly intuitive and user-friendly. I picked it up right away as a new user, no problems at all."
4226-KKDON,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,No,1,United States,California,French Camp,95231,"37.873283, -121.292034",37.873283,-121.292034,No,0,60,3804,,TQUASP4396,Q3,4,Stayed,,Passive,0-12 months,I've noticed a few minor glitches when trying to access my account history on mobile. It often requires refreshing the page.
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,No,1,United States,California,El Centro,92243,"32.770393, -115.60915",32.770393,-115.60915,No,0,67,4156,,FOMTHH2736,Q3,4,Stayed,,Passive,49-72 months,"I'm looking into pausing my service temporarily. Is that an option, and what are the requirements?"
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Yes,1,98,3212,Competitor offered more data,EDJIUA7191,Q3,3,Churned,Competitor,Detractor,0-12 months,I just signed up last month and it's already completely unreliable. This is absolutely not what I was promised when I joined.
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Yes,1,87,4160,Service dissatisfaction,LYMBYX4236,Q3,1,Churned,Dissatisfaction,Detractor,0-12 months,"The initial setup was surprisingly smooth, but everything since then has been a disaster with constant outages. I'm really unhappy with this service."
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887.0,No,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,No,0,22,5613,,PNKPBO7334,Q3,5,Stayed,,Promoter,49-72 months,"Just had a quick question about upgrading my plan, as I'm really keen to try out some of the advanced options I've seen."
4232-JGKIY,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,No,0,27,2716,,FQWWRE5975,Q3,4,Joined,,Passive,0-12 months,"I've been with you for a couple of months now. I'm generally satisfied, but I'm wondering if there are any loyalty benefits I should know about."
4234-XTNEA,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,No,1,United States,California,Irvine,92606,"33.703976, -117.824172",33.703976,-117.824172,No,0,44,5213,,QNQMLQ1646,Q3,5,Joined,,Promoter,0-12 months,Just wanted to drop a line and say how much I appreciate your product. It's made my life so much easier these past few months.
4236-UJPWO,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,No,0,54,5786,,OHGJVX6685,Q3,4,Joined,,Passive,0-12 months,I've noticed a few minor glitches when trying to access my account history on mobile. It often requires refreshing the page.
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Yes,1,74,2283,Moved,HRTEPX8535,Q3,2,Churned,Other,Detractor,0-12 months,"I was promised seamless integration, but it's been anything but. I've wasted so much time trying to get this to work."
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,1,United States,California,Highland,92346,"34.129677, -117.154277",34.129677,-117.154277,No,0,77,4823,,OKJYFE4854,Q3,4,Joined,,Passive,0-12 months,I received my first bill and it seems a bit higher than I expected. Could you explain the itemized charges?
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,Yes,1,94,5930,Attitude of support person,OEVIEM3375,Q3,2,Churned,Attitude,Detractor,0-12 months,My first bill has extra charges I was never told about. This is completely unacceptable and feels very misleading.
4238-HFHSN,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,No,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,No,0,33,4250,,QAPNIK4638,Q3,3,Stayed,,Detractor,49-72 months,"This product just doesn't work as advertised, and I'm really disappointed after being a customer for so long. It's a significant downgrade from what I expected."
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.008958,-118.891593,No,0,35,3199,,SMQERH8717,Q3,5,Stayed,,Promoter,25-48 months,"Everything is running perfectly on my end, just calling to see if there are any new updates I should be aware of. Love your service!"
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Yes,1,73,2174,Lack of self-service on Website,ZJIHVP8161,Q3,3,Churned,Attitude,Detractor,25-48 months,"This is ridiculous. I'm paying for a premium plan, and my upload speeds are consistently terrible. It used to be so much better."
4248-QPAVC,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626,Yes,1,70,3209,Competitor made better offer,GFBCKF4779,Q3,1,Churned,Competitor,Detractor,13-24 months,"I just need my service to work consistently, something it hasn't done reliably since about six months into my contract. It's a constant source of stress."
4250-FDVOU,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Yes,1,95,4110,Lack of self-service on Website,SIDYKR1569,Q3,1,Churned,Attitude,Detractor,0-12 months,I've spent more time on the phone with support in the past two months than I did in two years with my last company. This is ridiculous.
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,No,0,70,4353,,JOFPRE5753,Q3,3,Stayed,,Detractor,49-72 months,"I understand you're doing what you can on this call, but this whole situation has been a headache for weeks now. I've spent so much time trying to fix things myself, and nothing works. The effort is appreciated, but the problem persists."
4250-ZBWLV,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,Yes,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209,-122.775567,Yes,1,65,4454,Competitor offered higher download speeds,UXKMMG7354,Q3,3,Churned,Competitor,Detractor,49-72 months,"I spent an hour on the phone yesterday getting nowhere, so I'm hoping you can actually help me resolve this now. My time is valuable, and I'm tired of repeating myself."
4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,1,United States,California,Banning,92220,"33.936298, -116.849577",33.936298,-116.849577,No,0,23,4275,,DFLYEW3831,Q3,4,Stayed,,Passive,49-72 months,My download speeds have been lower than expected this week. Is there anything on your end causing this?
4255-DDUOU,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,1,United States,California,Casmalia,93429,"34.866032, -120.536546",34.866032,-120.536546,Yes,1,76,2398,Lack of self-service on Website,ORQHQB1714,Q3,1,Churned,Price,Passive,0-12 months,"My service seems okay overall, and I appreciate the quick activation. Still, the download speeds sometimes feel inconsistent."
4256-ZWTZI,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,No,1,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.369553,-120.763864,No,0,52,2789,,KBXQVF3326,Q3,4,Stayed,,Passive,0-12 months,I'm trying to link a secondary account but the option seems to be missing from my dashboard. Is there a specific process for this?
4257-GAESD,Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868,No,0,72,2270,,VEZLZU5226,Q3,5,Stayed,,Promoter,0-12 months,"I'm genuinely impressed with the quality and reliability. So glad I found you guys recently, it's been fantastic."
4273-MBHYA,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,1,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,No,0,38,2432,,QBTJAH6182,Q3,3,Joined,,Detractor,0-12 months,I've spent more time on the phone with support in the past two months than I did in two years with my last company. This is ridiculous.
4274-DRSQT,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,1,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,No,0,27,5868,,SRMDZO6132,Q3,5,Stayed,,Promoter,49-72 months,"Your intuitive interface is still one of my favorite things about your service. It just works, every single time."
4274-OWWYO,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Yes,1,66,5633,Deceased,FWSUGZ2876,Q3,3,Churned,Other,Detractor,0-12 months,"The onboarding process was terrible, and now I can't even access half the features. This is a joke."
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,No,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.413433,-118.854708,No,0,56,5092,,TUTXGA9659,Q3,3,Stayed,,Detractor,49-72 months,"I used to tell everyone how great your service was for years, seriously, it was fantastic. Lately, though, it's been an absolute nightmare of dropped calls and slow internet, and I'm really regretting staying."
4277-PVRAN,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Yes,1,67,5071,Network reliability,FRYQHA8785,Q3,1,Churned,Competitor,Detractor,0-12 months,"The installation was a mess, and now things still aren't working right. It's only been a month and I'm already fed up."
4277-UDIEF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,1,United States,California,Nuevo,92567,"33.82769, -117.102244",33.82769,-117.102244,No,0,50,3019,,XYRQTV2127,Q3,3,Stayed,,Detractor,13-24 months,"I've given you over a year to fix these issues, and nothing has changed. I'm completely fed up and ready to take my business elsewhere."
4280-DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,No,1,United States,California,San Bernardino,92411,"34.122501, -117.320138",34.122501,-117.320138,No,0,47,4099,,OZFTRP6629,Q3,3,Stayed,,Detractor,0-12 months,"I was promised seamless integration, but it's been anything but. I've wasted so much time trying to get this to work."
4282-ACRXS,Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,No,0,33,3511,,ZJTRWN8622,Q3,3,Stayed,,Detractor,25-48 months,"While I like the new user interface update, the underlying performance issues make it almost unusable. It's a nice coat of paint on a broken engine."
4282-MSACW,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.178337,-120.162806,No,0,55,4629,,GVJWYD7581,Q3,3,Stayed,,Detractor,49-72 months,I'm just completely fed up with the recurring issues and the constant need to contact support. It feels like a full-time job managing my account with you.
4282-YMKNA,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Yes,1,82,5003,Competitor made better offer,JTTFKT4486,Q3,2,Churned,Competitor,Detractor,0-12 months,"I appreciate you trying to help, but this recurring issue has made my first few months a complete nightmare. I'm honestly ready to cancel."
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,Yes,1,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296,Yes,1,65,3715,Network reliability,OLSDRD6772,Q3,3,Churned,Dissatisfaction,Detractor,13-24 months,"I'm so fed up with your customer service. It takes forever to get through, and then the reps can't even solve my problem properly."
4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,No,0,66,3013,,RURWJV2914,Q3,3,Stayed,,Detractor,0-12 months,"I keep getting disconnected, and I just started using your service. This is completely unacceptable for a new customer."
4285-GYRQC,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,1,United States,California,Newport Beach,92662,"33.606336, -117.893042",33.606336,-117.893042,Yes,1,89,3344,Attitude of support person,RXZPSY9769,Q3,2,Churned,Attitude,Detractor,0-12 months,"I keep getting disconnected, and I just started using your service. This is completely unacceptable for a new customer."
4289-DTDKW,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Yes,1,70,2576,Attitude of support person,DQKXVG9621,Q3,1,Churned,Competitor,Detractor,25-48 months,"This particular feature is actually quite good, but honestly, everything else about your service has become a constant source of frustration lately."
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Yes,1,87,5036,Competitor offered more data,BNPTTS6424,Q3,1,Churned,Competitor,Detractor,0-12 months,"The initial setup was surprisingly smooth, but everything since then has been a disaster with constant outages. I'm really unhappy with this service."
4291-HPAXL,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,1,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,No,0,75,4840,,FYKGND9848,Q3,3,Joined,,Detractor,0-12 months,"Every time I try to use the main feature, it bugs out. Why did I even bother signing up for this?"
4291-HYEBC,Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,1096.6,No,1,United States,California,Weldon,93283,"35.55647, -118.244914",35.55647,-118.244914,No,0,59,2305,,XWZWQG5581,Q3,3,Stayed,,Detractor,25-48 months,"Why is it so difficult to update my payment method on your website? It's a convoluted mess, and I keep getting error messages."
4291-SHSBH,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,1,United States,California,Modesto,95354,"37.639029, -120.964772",37.639029,-120.964772,No,0,71,4704,,HGWISW6549,Q3,3,Stayed,,Detractor,0-12 months,"The initial setup was surprisingly smooth, but everything since then has been a disaster with constant outages. I'm really unhappy with this service."
4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,No,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,No,0,76,5219,,GHBNLJ6339,Q3,3,Stayed,,Promoter,49-72 months,I often tell people how great your product is. It's truly a testament to quality that I've been with you for so many years.
4291-YZODP,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,No,0,62,3810,,NRMGMJ2716,Q3,5,Stayed,,Promoter,0-12 months,Just wanted to say how impressed I am. Everything has just worked perfectly from the moment I started using it.
4293-ETKAP,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,1,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,No,0,65,4023,,RSKBZQ1258,Q3,4,Stayed,,Passive,49-72 months,I received an email about a change in terms of service. What are the key points I should be aware of?
4295-YURET,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No,1,United States,California,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642,No,0,79,6357,,KCJTKL2816,Q3,4,Stayed,,Passive,49-72 months,I noticed a small charge on my last statement that I don't recall authorizing. Could you clarify what it's for?
4298-OYIFC,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471,-120.226338,No,0,53,5640,,GFPNFV3437,Q3,5,Stayed,,Promoter,13-24 months,Love your platform! It’s so user-friendly and I've found it incredibly valuable over the last year and some change.
